Doc_Index,Title,Dominant_Topic,Dominant_Prob,Topic_0_Prob,Topic_1_Prob,Topic_2_Prob,Topic_3_Prob,Topic_4_Prob,Topic_5_Prob,Topic_6_Prob,Topic_7_Prob,Topic_8_Prob,Topic_9_Prob
172,"Does team diversity really matter? The connection between networks, access to financial resources, a",3,0.9898,0.0011,0.0011,0.0011,0.9898,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
173,A Glance at Switzerland's Innovation Ecosystem in Food and Nutrition,5,0.5088,0.4712,0.0025,0.0025,0.0025,0.0025,0.5088,0.0025,0.0025,0.0025,0.0025
174,Star scientists in PV technology and the limits of academic entrepreneurship,5,0.9757,0.0027,0.0027,0.0027,0.0027,0.0027,0.9757,0.0027,0.0027,0.0027,0.0027
175,Spreading academic entrepreneurship: Made in Mexico,0,0.5587,0.5587,0.001,0.001,0.001,0.001,0.4336,0.001,0.001,0.001,0.001
176,Business creation in networks: How a technology-based start-up collaborates with customers in produc,5,0.5227,0.4278,0.0012,0.0412,0.0012,0.0012,0.5227,0.0012,0.0012,0.0012,0.0012
177,Barriers to University Spin-Off Creation in an Emerging Context: An Institutional Theory of Organiza,0,0.7874,0.7874,0.0011,0.0011,0.0011,0.0011,0.2041,0.0011,0.0011,0.0011,0.0011
178,THE ROLE OF USOS IN THE ACHIEVMENT OF A MORE INNOVATIVE GALICIA-NORTH PORTUGAL EUROREGION,3,0.9329,0.0011,0.0011,0.0011,0.9329,0.0011,0.0585,0.0011,0.0011,0.0011,0.0011
179,An analysis of technical and commercialization paths for an innovation trajectory,3,0.5859,0.3395,0.001,0.0675,0.5859,0.001,0.001,0.001,0.001,0.001,0.001
180,SPINNING OFF A SEMICONDUCTOR COMPANY FROM UNIVERSITY PREMISES - THE STORY OF CAMSEMI,5,0.969,0.0034,0.0034,0.0034,0.0034,0.0034,0.969,0.0034,0.0035,0.0034,0.0034
181,Characteristics and effectiveness of university spin-off support programmes,0,0.4731,0.4731,0.0009,0.0009,0.2908,0.0009,0.2298,0.0009,0.0009,0.0009,0.0009
182,Proof of Concept Centers in the United States: an exploratory look,5,0.636,0.3373,0.0033,0.0033,0.0033,0.0033,0.636,0.0033,0.0033,0.0033,0.0033
183,"The university's unknown knowledge: tacit knowledge, technology transfer and university spin-offs fi",5,0.9906,0.001,0.001,0.001,0.001,0.001,0.9906,0.001,0.001,0.001,0.001
184,University spin-off challenges and opportunities: a proposed framework of academic entrepreneurship ,0,0.9192,0.9192,0.0009,0.0009,0.0009,0.0009,0.0733,0.0009,0.0009,0.0009,0.0009
185,"Institutional determinants of university spin-off quantity and quality: a longitudinal, multilevel, ",5,0.9889,0.0012,0.0012,0.0012,0.0012,0.0012,0.9889,0.0012,0.0012,0.0012,0.0012
187,UNIVERSITY SPIN-OFF ENTERPRISES: WHAT'S THEIR NATURE? (CASE STUDY OF THE SUA IN NITRA),5,0.9894,0.0012,0.0012,0.0012,0.0012,0.0012,0.9894,0.0012,0.0012,0.0012,0.0012
188,ELABORATING A FRAMEWORK TO ANALYSE THE UNIVERSITY SPIN-OFF FORMATION,5,0.969,0.0034,0.0034,0.0034,0.0034,0.0034,0.969,0.0034,0.0034,0.0034,0.0034
189,Designing contracts for university spin-offs,5,0.9786,0.0024,0.0024,0.0024,0.0024,0.0024,0.9786,0.0024,0.0024,0.0024,0.0024
190,Exploring the roles of university spin-offs in business networks,3,0.7008,0.2907,0.0011,0.0011,0.7008,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
191,To what extent are PhD students intrapreneurs? A study from a gender perspective,0,0.5627,0.5627,0.0032,0.2598,0.1549,0.0032,0.0032,0.0032,0.0032,0.0032,0.0032
192,REAL TRANSFER FROM UNIVERSITIES IN THE GALICIA-NORTH PORTUGAL EUROREGION: ANALYSIS OF USOS GROWTH,3,0.7011,0.059,0.0011,0.0011,0.7011,0.0011,0.2324,0.0011,0.0011,0.0011,0.0011
193,Science-based innovation via university spin-offs: the influence of intangible assets,0,0.5623,0.5623,0.0008,0.0008,0.3161,0.0008,0.0008,0.0008,0.1157,0.0008,0.0008
194,Re-inventing collectivism? Using innovation collectives to create and grow new technology firms,0,0.5281,0.5281,0.0021,0.0021,0.0994,0.0021,0.3577,0.0021,0.0021,0.0021,0.0021
195,University spin-offs following acquisitions: the expanding resource-capability chasm,3,0.6243,0.3601,0.0009,0.0009,0.6243,0.0009,0.0009,0.0009,0.0009,0.0093,0.0009
196,ALTERNATIVE COMBINATIONS OF DETERMINANTS CREATING FINANCIAL STRATEGY. THE CASE OF POLISH UNIVERSITY ,5,0.4464,0.3728,0.0006,0.0006,0.1767,0.0006,0.4464,0.0006,0.0006,0.0006,0.0006
197,Equity Crowdfunding for University Spin-off,5,0.6445,0.1529,0.0006,0.0006,0.1987,0.0006,0.6445,0.0006,0.0006,0.0006,0.0006
198,Prionics AG - Ahead of the competition in diagnosing BSE,0,0.6171,0.6171,0.0043,0.0043,0.0043,0.0043,0.3481,0.0043,0.0043,0.0043,0.0043
199,The regional impact of spin-offs' innovative activity: unveiling the effect of scientific knowledge ,0,0.425,0.425,0.0009,0.0009,0.4095,0.0009,0.159,0.0009,0.0009,0.0009,0.0009
200,Regimes of ordering: The commercialization of intellectual property in industrial-academic collabora,0,0.5437,0.5437,0.0019,0.0019,0.0019,0.0019,0.4409,0.0019,0.0019,0.0019,0.0019
201,"Spin-offs' linkages to their parent universities over time: The performance implications of equity, ",3,0.5717,0.0008,0.0008,0.0008,0.5717,0.0008,0.4222,0.0008,0.0008,0.0008,0.0008
202,LICENSING OR SPIN-OFFS? - A COMPARISON OF THE SCANDINAVIAN COUNTRIES' TECHNOLOGY-TRANSFER REGIMES,5,0.9941,0.0007,0.0007,0.0007,0.0007,0.0007,0.9941,0.0007,0.0007,0.0007,0.0007
203,The multiple faces of the entrepreneurial university: a review of the prevailing theoretical approac,0,0.9791,0.9791,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023
204,Extended cyclic innovation model as a tool for failure identification in innovation management. Case,0,0.7092,0.7092,0.0028,0.0028,0.0028,0.0028,0.2686,0.0028,0.0028,0.0028,0.0028
205,Network Monitoring of Industrial Control Systems: the Lessons of SecurityMatters,2,0.6468,0.0484,0.0022,0.6468,0.0022,0.0022,0.2893,0.0022,0.0022,0.0022,0.0022
206,Entrepreneurial Environment of the University: Opportunities for Technological Spin-Offs,0,0.7849,0.7849,0.0015,0.0015,0.2032,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
207,Founding team composition and early performance of university Based spin-off companies,5,0.5282,0.0009,0.0009,0.0009,0.4645,0.0009,0.5282,0.0009,0.0009,0.0009,0.0009
208,University technology transfer in the field of digital transition of cultural heritage,0,0.7861,0.7861,0.0026,0.0026,0.0943,0.0026,0.1017,0.0026,0.0026,0.0026,0.0026
209,Entrepreneurial academics and regional innovation systems: the case of spin-offs from London's unive,5,0.9727,0.003,0.003,0.003,0.003,0.003,0.9727,0.003,0.003,0.003,0.003
210,A process study of entrepreneurial team formation: the case of a research-based spin-off,5,0.5887,0.1984,0.0024,0.0024,0.0024,0.0024,0.5887,0.1962,0.0024,0.0024,0.0024
211,"Knowledge spillovers, knowledge filters and entrepreneurial university ecosystems. Emerging role of ",0,0.5312,0.5312,0.0018,0.0018,0.4543,0.0018,0.0018,0.0018,0.0018,0.0018,0.0018
212,Toward a typology of university spin-offs,0,0.5037,0.5037,0.0018,0.0018,0.1301,0.0018,0.3537,0.0018,0.0018,0.0018,0.0018
213,The bridge: Connecting science and business,0,0.8442,0.8442,0.0019,0.0019,0.0019,0.0019,0.1261,0.0167,0.0019,0.0019,0.0019
214,"Are science parks and incubators good ""brand names'' for spin-offs? The case study of Turin",5,0.7593,0.224,0.0021,0.0021,0.0021,0.0021,0.7593,0.0021,0.0021,0.0021,0.0021
215,"Conceptualizing academic entrepreneurship ecosystems: a review, analysis and extension of the litera",0,0.9845,0.9845,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017,0.0017
216,Experiential Team Learning in Software Startups,0,0.8338,0.8338,0.0014,0.0014,0.0014,0.0014,0.0871,0.0691,0.0014,0.0014,0.0014
217,The Analysis of the Influential Factors for the Choice of the Transfer Mode of the University's Tech,5,0.8289,0.0019,0.0019,0.0019,0.0019,0.0019,0.8289,0.0019,0.0019,0.1557,0.0019
218,Academic Inventions Outside the University: Investigating Patent Ownership in the UK,5,0.985,0.0017,0.0017,0.0017,0.0017,0.0017,0.985,0.0017,0.0017,0.0017,0.0017
219,Enhancing Collaboration in the Digital Sector: Testing Commercialization Tools and MVP Identificatio,0,0.9287,0.9287,0.0013,0.0013,0.0013,0.0013,0.0612,0.0013,0.0013,0.0013,0.0013
220,Evaluating government intervention in academic entrepreneurship: an identity perspective and evidenc,5,0.4453,0.2532,0.0013,0.0013,0.2922,0.0013,0.4453,0.0013,0.0013,0.0013,0.0013
221,R&D IN HONDURAS: PERSPECTIVE AND SITUATIONAL ANALYSIS TOWARDS THE 2030 AGENDA FOR SUSTAINABLE DEVELO,0,0.6977,0.6977,0.0019,0.0019,0.0019,0.0019,0.2875,0.0019,0.0019,0.0019,0.0019
222,The Role of Management Capabilities on Entrepreneurial Orientation and Firm Growth Relationship,3,0.6916,0.2955,0.0016,0.0016,0.6916,0.0016,0.0016,0.0016,0.0016,0.0016,0.0016
223,The evolution and performance of biotechnology regional systems of innovation,5,0.907,0.0018,0.0018,0.0018,0.079,0.0018,0.907,0.0018,0.0018,0.0018,0.0018
224,Geography & Entrepreneurship: Managing Growth and Change,0,0.808,0.808,0.0011,0.0012,0.1712,0.0011,0.0011,0.0011,0.0011,0.0128,0.0011
225,"The Role of Equity, Royalty, and Fixed Fees in Technology Licensing to University Spin-Offs",5,0.9824,0.002,0.002,0.002,0.002,0.002,0.9824,0.002,0.002,0.002,0.002
226,DOES OPEN INNOVATION ENABLE OR HINDER CROSSING THE VALLEY OF DEATH?,0,0.9412,0.9412,0.0023,0.0402,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023,0.0023
227,Assessing Technology-Based Spin-offs from University Support Units,5,0.8361,0.1527,0.0014,0.0014,0.0014,0.0014,0.8361,0.0014,0.0014,0.0014,0.0014
228,The creation of spin-off firms at public research institutions: Managerial and policy implications,5,0.651,0.335,0.0018,0.0018,0.0018,0.0018,0.651,0.0018,0.0018,0.0018,0.0018
229,Bench to Beside: Motivation for University Industry Partnership,0,0.9007,0.9007,0.0017,0.0017,0.0017,0.0017,0.0855,0.0017,0.0017,0.0017,0.0017
230,Technological transference enterprise-university:: The new mission of universities,0,0.6013,0.6013,0.0015,0.0015,0.0649,0.0015,0.3231,0.0015,0.0015,0.0015,0.0015
231,Entrepreneurial orientation at higher education institutions: State-of-the-art and future directions,0,0.978,0.978,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024,0.0024
232,Championship Behaviors and Innovations Success: An Empirical Investigation of University Spin-Offs,3,0.6348,0.3599,0.0007,0.0007,0.6348,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
233,Medium-sized firms and the limits to growth: A case study in the evolution of a spin-off firm,5,0.5699,0.327,0.0013,0.0013,0.0943,0.0013,0.5699,0.0013,0.0013,0.0013,0.0013
234,Academic Entrepreneurship: Spin-offs in Sweden and the UK,5,0.5745,0.4146,0.0014,0.0014,0.0014,0.0014,0.5745,0.0014,0.0014,0.0014,0.0014
235,Inherited competence and spin-off performance,5,0.9847,0.0017,0.0017,0.0017,0.0017,0.0017,0.9847,0.0017,0.0017,0.0017,0.0017
236,Bridging ties and the role of research and start-up experience on the early growth of Dutch academic,3,0.6191,0.0872,0.0019,0.1497,0.6191,0.0019,0.1325,0.0019,0.0019,0.0019,0.0019
237,High-tech hopes: policy objectives and business reality in the biopharmaceutical industry,0,0.5873,0.5873,0.0013,0.0013,0.0013,0.0013,0.4026,0.0013,0.0013,0.0013,0.0013
238,Benchmarking biotechnology industries: A comparative perspective,5,0.987,0.0014,0.0014,0.0014,0.0014,0.0014,0.987,0.0014,0.0014,0.0014,0.0014
239,Impact of non-commercial networks on academic entrepreneurship in post-commercialisation,3,0.4476,0.2562,0.0013,0.0692,0.4476,0.0013,0.2195,0.0013,0.0013,0.0013,0.0013
240,Pathways to academic entrepreneurship: the determinants of female scholars' entrepreneurial intentio,0,0.7582,0.7582,0.0014,0.0014,0.2305,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
241,An agent-mediated and entrepreneurship-oriented model for assessing high technology transfer,5,0.5105,0.4776,0.0015,0.0015,0.0015,0.0015,0.5105,0.0015,0.0015,0.0015,0.0015
242,"Assessing China's Economic Catch-Up at the Firm Level and Beyond: Washington Consensus, East Asian C",5,0.7758,0.201,0.0013,0.0013,0.0013,0.0013,0.7758,0.0013,0.0013,0.0138,0.0013
243,Policy principles for the creation and success of corporate and academic spin-offs,5,0.5828,0.4036,0.0017,0.0017,0.0017,0.0017,0.5828,0.0017,0.0017,0.0017,0.0017
244,How institutional nature and available resources determine the performance of technology transfer of,0,0.4537,0.4537,0.0014,0.0014,0.0966,0.0014,0.4396,0.0014,0.0014,0.0014,0.0014
245,Higher education excellence and local economic development: The case of the entrepreneurial universi,0,0.7083,0.7083,0.0012,0.0012,0.0714,0.0012,0.1895,0.0012,0.0012,0.0237,0.0012
246,University-Industry Technology Transfer and Spin-off Creation in the United Sates: A System Dynamics,5,0.7031,0.2869,0.0013,0.0013,0.0013,0.0013,0.7031,0.0013,0.0013,0.0013,0.0013
247,EXPLORING THE APPROACHES TOWARDS SUPPORT OF ACADEMIC ENTREPRENEURSHIP: EVIDENCE FROM AN EMERGING MAR,0,0.8502,0.8502,0.0006,0.0006,0.0308,0.0006,0.1149,0.0006,0.0006,0.0006,0.0006
248,University capabilities in facilitating entrepreneurship: A longitudinal study of spin-off ventures ,0,0.5243,0.5243,0.0013,0.0013,0.0013,0.0013,0.4651,0.0013,0.0013,0.0013,0.0013
249,A Non-Parametric Analysis of the Relationship between Business Experience and Entrepreneurial Intent,0,0.8457,0.8457,0.0013,0.0013,0.1441,0.0013,0.0013,0.0013,0.0013,0.0013,0.0013
250,Overcoming the Shortfall of Resources for the Growth of Malaysian University Start-Up Companies,3,0.5337,0.4549,0.0014,0.0014,0.5337,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
251,A Synthesis of Crowdfunding Concepts in the Ghanaian Context: Crowdfunding Information Challenges in,0,0.5017,0.5017,0.002,0.002,0.002,0.002,0.4823,0.002,0.002,0.002,0.002
252,University Spin-Off: Effective Solution on Technology Transfer in AEC Industry for Intelligent City ,5,0.5399,0.4301,0.0013,0.021,0.0013,0.0013,0.5399,0.0013,0.0013,0.0013,0.0013
253,Innovation and innovator assessment in R&I ecosystems: the case of the EU Framework Programme,0,0.9596,0.9596,0.0014,0.0288,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
254,Collaboration with External Organizations and Technological Innovations: Evidence from Spanish Manuf,5,0.7615,0.0015,0.0015,0.0015,0.2267,0.0015,0.7615,0.0015,0.0015,0.0015,0.0015
255,Mid-range universities' linkages with industry: Knowledge types and the role of intermediaries,5,0.988,0.0013,0.0013,0.0013,0.0013,0.0013,0.988,0.0013,0.0013,0.0013,0.0013
256,Bridging commercialisation and redevelopment: Jurisdictions and university policy development,0,0.8379,0.8379,0.0012,0.0012,0.1431,0.0012,0.0012,0.0012,0.0105,0.0012,0.0012
257,Academic entrepreneurs or entrepreneurial academics? Research-based ventures and public support mech,0,0.6159,0.6159,0.0011,0.0011,0.0011,0.0011,0.3637,0.0011,0.0011,0.0125,0.0011
258,Technology ventures' engagement of external actors in the search for viable market applications: On ,5,0.532,0.4586,0.0012,0.0012,0.0012,0.0012,0.532,0.0012,0.0012,0.0012,0.0012
259,Degrees of integration: how a fragmented entrepreneurial ecosystem promotes different types of entre,0,0.9875,0.9875,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
260,REGIONAL EFFECTS OF KNOWLEDGE DISTRIBUTION FROM THE UNIVERSITY-OF-AACHEN,5,0.615,0.2731,0.0011,0.1041,0.0011,0.0011,0.615,0.0011,0.0011,0.0011,0.0011
261,Product Lifecycle Management and Open Innovation in the Deep Tech Start-Ups Development,5,0.5257,0.4655,0.0011,0.0011,0.0011,0.0011,0.5257,0.0011,0.0011,0.0011,0.0011
262,Spin-off Business Form at the University of Zilina Environment with the Focus on the Field of Intell,0,0.6339,0.6339,0.0018,0.0018,0.0018,0.0018,0.3515,0.0018,0.0018,0.0018,0.0018
263,Academic Entrepreneurship for Social Innovation in Taiwan: The Cases of the OurCityLove Platform and,0,0.9868,0.9868,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
264,Evolving missions and university entrepreneurship: academic spin-offs and graduate start-ups in the ,0,0.5686,0.5686,0.0012,0.0012,0.1023,0.0012,0.3208,0.0012,0.0012,0.0012,0.0012
265,Incubation-An evolutionary process,0,0.9873,0.9873,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
266,Academic spin-off activities and research performance: the mediating role of research collaboration,0,0.5591,0.5591,0.0013,0.0013,0.1707,0.0013,0.2611,0.0013,0.0013,0.0013,0.0013
267,How can universities facilitate academic spin-offs? An entrepreneurial competency perspective,5,0.649,0.3402,0.0014,0.0014,0.0014,0.0014,0.649,0.0014,0.0014,0.0014,0.0014
268,UNINTENDED DEPENDENCE CREATION? THE NESTING EFFECT OF UNIVERSITY ENTREPRENEURIAL ECOSYSTEMS,0,0.7294,0.7294,0.001,0.001,0.2629,0.001,0.001,0.001,0.001,0.001,0.001
269,How Stories Shape Regional Development: Collective Narratives and High-Technology Entrepreneurship i,0,0.635,0.635,0.0013,0.0192,0.0013,0.0013,0.3242,0.0013,0.0139,0.0013,0.0013
270,A stage model of academic spin-off creation,0,0.646,0.646,0.0014,0.0014,0.0014,0.0014,0.3299,0.0014,0.0014,0.0142,0.0014
271,Growth intentions among research scientists: A cognitive style perspective,0,0.9401,0.9401,0.0012,0.0012,0.05,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012
272,"Commercializing Science: Is There a University ""Brain Drain"" from Academic Entrepreneurship?",5,0.9864,0.0015,0.0015,0.0015,0.0015,0.0015,0.9864,0.0015,0.0015,0.0015,0.0015
273,State of the field: Data and metrics for geographic analyses of entrepreneurial ecosystems,0,0.9878,0.9878,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014,0.0014
274,Singularities of the university spin-off in northern Argentina,5,0.5,0.4898,0.0013,0.0013,0.0013,0.0013,0.5,0.0013,0.0013,0.0013,0.0013
275,Convergence or path dependency in policies to foster the creation of university spin-off firms? A co,5,0.9892,0.0012,0.0012,0.0012,0.0012,0.0012,0.9892,0.0012,0.0012,0.0012,0.0012
276,Principles and a Process for Successful Industry Cooperation - The Case of TUM and Munich Re,0,0.5883,0.5883,0.0015,0.0015,0.0015,0.0015,0.3994,0.0015,0.0015,0.0015,0.0015
277,Does inventor ownership encourage university research-derived entrepreneurship? A six university com,5,0.7909,0.1994,0.0012,0.0012,0.0012,0.0012,0.7909,0.0012,0.0012,0.0012,0.0012
278,"Strategic entrepreneurship, resource orchestration and growing spin-offs from universities",3,0.4194,0.221,0.0014,0.0014,0.4194,0.0014,0.35,0.0014,0.0014,0.0014,0.0014
279,Atom Interferometric Gravity Sensor System,0,0.6728,0.6728,0.0016,0.0016,0.0016,0.0016,0.3141,0.0016,0.0016,0.0016,0.0016
280,The stickiness of university spin-offs: a study of formal and informal spin-offs and their location ,5,0.8523,0.1363,0.0014,0.0014,0.0014,0.0014,0.8523,0.0014,0.0014,0.0014,0.0014
281,Mapping the Scientific Landscape of Academic Entrepreneurship in ASEAN Plus Three Countries: A Scien,0,0.9902,0.9902,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011,0.0011
282,Entrepreneurial university: a stakeholder-based conceptualisation of the current state and an agenda,0,0.9864,0.9864,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015,0.0015
283,Technical Feasibility for Technology Commercialization of Battery Lithium Ion,5,0.7252,0.2401,0.0015,0.0015,0.0015,0.0015,0.7252,0.0241,0.0015,0.0015,0.0015
