Keyword,Z_Score,Recent_Avg_Freq,Historical_Avg_Freq,Total_Frequency,Is_Burst,Years_Active
DIGITAL START-UP FAILURE,-0.18,0.0,0.03,1,False,1
FOUNDER'S START-UP EXPERIENCE,-0.18,0.0,0.03,1,False,1
PERFORMANCE PRESSURE,-0.18,0.0,0.03,1,False,1
CEO ENTREPRENEURIAL ORIENTATION,-0.18,0.0,0.03,1,False,1
PARADOX OF OPENNESS,-0.18,0.0,0.03,1,False,1
SOURCE SOFTWARE-DEVELOPMENT,-0.18,0.0,0.03,1,False,1
SMART CITIES,-0.18,0.0,0.03,1,False,1
BORN-DIGITAL NEW VENTURES,-0.18,0.0,0.03,1,False,1
BUSINESS MODEL TRANSFORMATION,-0.18,0.0,0.03,1,False,1
MARKET PIONEERING,-0.18,0.0,0.03,1,False,1
STRATEGIC LEARNING,-0.18,0.0,0.03,1,False,1
RETROSPECTIVE REPORTS,-0.18,0.0,0.03,1,False,1
STRUCTURAL EQUATION MODEL (SEM),-0.18,0.0,0.03,1,False,1
GENDER-DIFFERENCES,-0.18,0.0,0.03,1,False,1
OVERCOMING BARRIERS,-0.18,0.0,0.03,1,False,1
SELF-EFFICACY EXPECTATIONS,-0.18,0.0,0.03,1,False,1
EXPECTATIONS,-0.18,0.0,0.03,1,False,1
PAR AGERFALK,-0.18,0.0,0.03,1,False,1
ONLINE PLATFORM,-0.18,0.0,0.03,1,False,1
YOUTH EMPOWERMENT,-0.18,0.0,0.03,1,False,1
AGGREGATOR,-0.18,0.0,0.03,1,False,1
EDUCATION INNOVATIONS,-0.18,0.0,0.03,1,False,1
ONLINE EDUCATION AND TRAINING,-0.18,0.0,0.03,1,False,1
WISHBERRY,-0.18,0.0,0.03,1,False,1
READILY AVAILABLE DIGITAL TECHNOLOGY,-0.18,0.0,0.03,1,False,1
KNOWLEDGE REUSE,-0.18,0.0,0.03,1,False,1
RETRODUCTIVE THEORY BUILDING APPROACH,-0.18,0.0,0.03,1,False,1
INITIATIVES,-0.18,0.0,0.03,1,False,1
GAMES,-0.18,0.0,0.03,1,False,1
INTERNATIONAL COMMITMENT DECISIONS,-0.18,0.0,0.03,1,False,1
EFFECTUATION AND NETWORKING,-0.18,0.0,0.03,1,False,1
ACCELERATED INTERNATIONALIZATION,-0.18,0.0,0.03,1,False,1
INTERNATIONAL EXPERIENTIAL KNOWLEDGE,-0.18,0.0,0.03,1,False,1
OUTCOMES,-0.18,0.0,0.03,1,False,1
LOCAL AUTHORITIES,-0.18,0.0,0.03,1,False,1
SMARTNESS,-0.18,0.0,0.03,1,False,1
SUSTAINABLE TOURISM,-0.18,0.0,0.03,1,False,1
PROJECTS,-0.18,0.0,0.03,1,False,1
SUSTAINED COMPETITIVE ADVANTAGE,-0.18,0.0,0.03,1,False,1
TECHNOLOGY AFFORDANCE THEORY,-0.18,0.0,0.03,1,False,1
BUSINESS INTELLIGENCE,-0.18,0.0,0.03,1,False,1
IR 4.0,-0.18,0.0,0.03,1,False,1
CULTURAL DIMENSIONS,-0.18,0.0,0.03,1,False,1
MICHAEL GALLIVAN,-0.18,0.0,0.03,1,False,1
COMPUTER SCIENCE,-0.18,0.0,0.03,1,False,1
NETWORK BUTTERFLY ECOSYSTEM,-0.18,0.0,0.03,1,False,1
SOCIAL START-UP,-0.18,0.0,0.03,1,False,1
INCUBATORS,-0.18,0.0,0.03,1,False,1
NETWORKED BUSINESS INCUBATOR,-0.18,0.0,0.03,1,False,1
TECHNOLOGY-BASED FIRMS,-0.18,0.0,0.03,1,False,1
CORPORATE-GROWTH,-0.18,0.0,0.03,1,False,1
INNOVATION CAPABILITY,-0.18,0.0,0.03,1,False,1
MIXED METHODS,-0.18,0.0,0.03,1,False,1
2-SIDED MARKETS,-0.18,0.0,0.03,1,False,1
ATTRACTIVENESS,-0.18,0.0,0.03,1,False,1
PURCHASE INTENTION,-0.18,0.0,0.03,1,False,1
TRUSTWORTHINESS,-0.18,0.0,0.03,1,False,1
AGENT-BASED SIMULATION,-0.18,0.0,0.03,1,False,1
CUSTOMER ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
BUSINESS PLANNING,-0.18,0.0,0.03,1,False,1
DIGITAL TOOLS,-0.18,0.0,0.03,1,False,1
PUBLIC-POLICY,-0.18,0.0,0.03,1,False,1
SOCIAL INNOVATION,-0.18,0.0,0.03,1,False,1
SCIENCE PARKS,-0.18,0.0,0.03,1,False,1
ORGANIZING FOR INNOVATION IN THE DIGITIZED WORLD,-0.18,0.0,0.03,1,False,1
OPEN SOURCE COLLABORATION,-0.18,0.0,0.03,1,False,1
CODE REUSE,-0.18,0.0,0.03,1,False,1
PARADOX,-0.18,0.0,0.03,1,False,1
SUSTAINABLE BUSINESS,-0.18,0.0,0.03,1,False,1
BIG DATA ANALYTICS CAPABILITIES,-0.18,0.0,0.03,1,False,1
DIGITAL LEADERSHIP,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURSHIP ORIENTATION,-0.18,0.0,0.03,1,False,1
DISTRIBUTION STRATEGY,-0.18,0.0,0.03,1,False,1
EXPLORATORY INNOVATION,-0.18,0.0,0.03,1,False,1
UPPER ECHELONS,-0.18,0.0,0.03,1,False,1
INCREMENTAL INNOVATION,-0.18,0.0,0.03,1,False,1
MEDIATION,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEUR ABILITY,-0.18,0.0,0.03,1,False,1
CREATIVE ECONOMY INNOVATION,-0.18,0.0,0.03,1,False,1
EXTERNAL FACTOR,-0.18,0.0,0.03,1,False,1
COMMUNITY OF PRACTICE,-0.18,0.0,0.03,1,False,1
INTERNAL FACTOR,-0.18,0.0,0.03,1,False,1
PARTIAL LEAST SQUARE,-0.18,0.0,0.03,1,False,1
SOCIAL NETWORK THEORY,-0.18,0.0,0.03,1,False,1
DIGITAL TECHNOLOGY EFFECTS,-0.18,0.0,0.03,1,False,1
AUDI AG,-0.18,0.0,0.03,1,False,1
DEVILS ADVOCACY,-0.18,0.0,0.03,1,False,1
ORGANIZATIONAL AGILITY,-0.18,0.0,0.06,2,False,1
POSTINVESTMENT READINESS,-0.18,0.0,0.03,1,False,1
DIALECTICAL INQUIRY,-0.18,0.0,0.03,1,False,1
TECH START-UP EMERGENCE,-0.18,0.0,0.03,1,False,1
START-UP MINIMUM VIABLE PRODUCT DEVELOPMENT,-0.18,0.0,0.03,1,False,1
TECHNOLOGY-BASED NEW VENTURE EMERGENCE,-0.18,0.0,0.03,1,False,1
START-UP CREATION,-0.18,0.0,0.03,1,False,1
ENTREPRENEURSHIP COMMUNICATION,-0.18,0.0,0.03,1,False,1
CONTENT ANALYSIS,-0.18,0.0,0.03,1,False,1
DATA SCRAPING,-0.18,0.0,0.03,1,False,1
INFORMATIZATION OF THE RUSSIAN SOCIETY,-0.18,0.0,0.03,1,False,1
TASK-TECHNOLOGY FIT,-0.18,0.0,0.03,1,False,1
POSITIVE ATTITUDE EMOTIONS,-0.18,0.0,0.03,1,False,1
ARTICLE,-0.18,0.0,0.03,1,False,1
SPECIFIC INNOVATIVENESS,-0.18,0.0,0.03,1,False,1
HEALTH DATA,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL ENDEAVORS,-0.18,0.0,0.03,1,False,1
PRODUCTS,-0.18,0.0,0.03,1,False,1
ENTREPRENEURSHIP PROCESSES,-0.18,0.0,0.03,1,False,1
M150,-0.18,0.0,0.03,1,False,1
FIELD CONDITIONS,-0.18,0.0,0.03,1,False,1
REGULATORY CAPTURE,-0.18,0.0,0.03,1,False,1
SOCIAL MEDIA ANALYTICS,-0.18,0.0,0.03,1,False,1
DEREGULATION,-0.18,0.0,0.03,1,False,1
AGGLOMERATION,-0.18,0.0,0.03,1,False,1
STRATEGIC CHOICE,-0.18,0.0,0.03,1,False,1
DIGITAL CORPORATE ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
SYSTEMATIC LITERATURE REVIEW (SLR),-0.18,0.0,0.03,1,False,1
IDENTITY THEORY,-0.18,0.0,0.03,1,False,1
LIFE TRANSITIONS,-0.18,0.0,0.03,1,False,1
COMPETITIVENESS IN THE INFORMATION SPHERE,-0.18,0.0,0.03,1,False,1
CENTRALIZATION,-0.18,0.0,0.03,1,False,1
TRANSPARENCY,-0.18,0.0,0.03,1,False,1
DISCRIMINANT VALIDITY,-0.18,0.0,0.03,1,False,1
CLOUD TECHNOLOGIES,-0.18,0.0,0.03,1,False,1
DIGITAL ANALYTICS,-0.18,0.0,0.03,1,False,1
GOOGLE TAG MANAGER SERVER-SIDE,-0.18,0.0,0.03,1,False,1
GOOGLE CLOUD PLATFORM,-0.18,0.0,0.03,1,False,1
SMAC,-0.18,0.0,0.03,1,False,1
TRAITS,-0.18,0.0,0.06,2,False,1
DIGITAL ENTREPRENEURSHIP. WOMEN. MARGINALIZED CONTEXTS. BIBLIOMETRICS. SYSTEMATIC ANALYSIS,-0.18,0.0,0.03,1,False,1
STAYCATION,-0.18,0.0,0.03,1,False,1
TOURISM 4.0,-0.18,0.0,0.03,1,False,1
TRAVEL,-0.18,0.0,0.03,1,False,1
NOMADIC,-0.18,0.0,0.03,1,False,1
STORYNOMICS,-0.18,0.0,0.03,1,False,1
ACTIVITY THEORY,-0.18,0.0,0.03,1,False,1
LIFE-CYCLE,-0.18,0.0,0.03,1,False,1
SERIAL ENTREPRENEURIAL CAREER,-0.18,0.0,0.03,1,False,1
ENTREPRENEURSHIP IN JORDAN,-0.18,0.0,0.03,1,False,1
PERCEIVED UNIVERSITY SUPPORT,-0.18,0.0,0.03,1,False,1
PERSONALITY TRAITS,-0.18,0.0,0.03,1,False,1
MENTORING,-0.18,0.0,0.03,1,False,1
MISINFORMATION,-0.18,0.0,0.03,1,False,1
GREEN ECONOMY,-0.18,0.0,0.03,1,False,1
KNOWLEDGE HIDING,-0.18,0.0,0.03,1,False,1
FAKE NEWS,-0.18,0.0,0.03,1,False,1
MENTEE,-0.18,0.0,0.03,1,False,1
INITIATION,-0.18,0.0,0.03,1,False,1
TIE FORMATION,-0.18,0.0,0.03,1,False,1
EMERGING ECONOMY,-0.18,0.0,0.03,1,False,1
GENERATION,-0.18,0.0,0.03,1,False,1
REFLECTION,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURSHIP COMPETENCE,-0.18,0.0,0.03,1,False,1
ONLINE PRACTICAL ENTREPRENEURSHIP TRAINING PROGRAM,-0.18,0.0,0.03,1,False,1
SYSTEMATIC REVIEW,-0.18,0.0,0.03,1,False,1
BUSINESS ENTERPRISE,-0.18,0.0,0.03,1,False,1
OMICS,-0.18,0.0,0.03,1,False,1
KEY,-0.18,0.0,0.03,1,False,1
SEARCH,-0.18,0.0,0.06,2,False,1
SCOPING LITERATURE REVIEW,-0.18,0.0,0.03,1,False,1
DESIGN EDUCATION,-0.18,0.0,0.03,1,False,1
TEXT,-0.18,0.0,0.03,1,False,1
INDUSTRIAL REVOLUTION,-0.18,0.0,0.03,1,False,1
COMPETITIVE STRATEGY,-0.18,0.0,0.03,1,False,1
RIDESHARING,-0.18,0.0,0.03,1,False,1
PORTERS GENERIC STRATEGIES,-0.18,0.0,0.03,1,False,1
COLLABORATIVE CONSUMPTION,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURIAL ECOSYSTEMS SMART CITIES,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURIAL MODELS,-0.18,0.0,0.03,1,False,1
COCITATION ANALYSIS,-0.18,0.0,0.03,1,False,1
SHARING DIGITAL ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURSHIP CO-CREATION,-0.18,0.0,0.03,1,False,1
VOS VIEWER,-0.18,0.0,0.03,1,False,1
AGILE DEVELOPMENT,-0.18,0.0,0.03,1,False,1
MULTISIDED PLATFORM,-0.18,0.0,0.03,1,False,1
EAST AFRICA,-0.18,0.0,0.03,1,False,1
O12,-0.18,0.0,0.03,1,False,1
I30,-0.18,0.0,0.03,1,False,1
GENERATED CONTENT DIFFER,-0.18,0.0,0.03,1,False,1
DYNAMIC CAPABILITY,-0.18,0.0,0.03,1,False,1
BRADFORD LAW,-0.18,0.0,0.03,1,False,1
SENTIMENT ANALYSIS,-0.18,0.0,0.03,1,False,1
NVIVO,-0.18,0.0,0.03,1,False,1
LEXIMANCER,-0.18,0.0,0.03,1,False,1
SOCIAL EXCHANGE THEORY,-0.18,0.0,0.03,1,False,1
SHOWROOMING,-0.18,0.0,0.03,1,False,1
D12,-0.18,0.0,0.03,1,False,1
HYBRID VALUE CREATION,-0.18,0.0,0.03,1,False,1
CHANNEL,-0.18,0.0,0.03,1,False,1
SPIN-OFF CREATION,-0.18,0.0,0.03,1,False,1
PUBLIC-PRIVATE PARTNERSHIPS,-0.18,0.0,0.03,1,False,1
D14,-0.18,0.0,0.03,1,False,1
D03,-0.18,0.0,0.03,1,False,1
LEAGILE,-0.18,0.0,0.03,1,False,1
HISTORICAL ERAS,-0.18,0.0,0.03,1,False,1
SOCIOECONOMIC STATUS,-0.18,0.0,0.03,1,False,1
DATA ANALYTICS,-0.18,0.0,0.03,1,False,1
SECURITY,-0.18,0.0,0.03,1,False,1
PRIVILEGED AND MARGINALISED COMMUNITIES,-0.18,0.0,0.03,1,False,1
FOOD PRODUCTION AND FOOD CONSUMPTION ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
HUMAN AND ECONOMIC DEVELOPMENT,-0.18,0.0,0.03,1,False,1
QUALITY-OF-LIFE,-0.18,0.0,0.03,1,False,1
DOMAIN NAME HOSTS,-0.18,0.0,0.03,1,False,1
COMMERCIAL DATA,-0.18,0.0,0.03,1,False,1
COMMUNITY RESILIENCE,-0.18,0.0,0.03,1,False,1
PRODUCT PERFORMANCE,-0.18,0.0,0.03,1,False,1
BARRIERS TO ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
3D PRINTING,-0.18,0.0,0.03,1,False,1
ADDITIVE MANUFACTURING,-0.18,0.0,0.03,1,False,1
KNOWLEDGE SHARING PATTERNS,-0.18,0.0,0.03,1,False,1
NO-CODE ONLINE ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
INTERNET -ERA IMPRINT,-0.18,0.0,0.03,1,False,1
URBAN,-0.18,0.0,0.03,1,False,1
SIGNAL,-0.18,0.0,0.03,1,False,1
SENSITIVE PERIOD,-0.18,0.0,0.03,1,False,1
COMPLEX SOCIETAL TRANSITIONS,-0.18,0.0,0.03,1,False,1
CROSS-MENTIONS,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURSHIP TERMINOLOGY,-0.18,0.0,0.03,1,False,1
KEY DETERMINANTS,-0.18,0.0,0.03,1,False,1
CAUSE-AND-EFFECT RELATIONSHIPS,-0.18,0.0,0.03,1,False,1
FUZZY COGNITIVE MAP (FCM),-0.18,0.0,0.03,1,False,1
NASCENT ENTREPRENEUR,-0.18,0.0,0.03,1,False,1
INNOVATION SYSTEM RESILIENCE,-0.18,0.0,0.03,1,False,1
TWO-SIDED PLATFORMS,-0.18,0.0,0.03,1,False,1
INTEGRATED PERFORMANCE INDICATORS,-0.18,0.0,0.03,1,False,1
SUSTAINABLE TRANSFORMATION AND TRANSITION CAPACITY,-0.18,0.0,0.03,1,False,1
CREATING VALUE,-0.18,0.0,0.03,1,False,1
NETWORK-CENTRIC VIEW,-0.18,0.0,0.03,1,False,1
PLATFORM DEVELOPMENT,-0.18,0.0,0.03,1,False,1
PLATFORM DEPENDENT ENTREPRENEURS,-0.18,0.0,0.03,1,False,1
TCM FRAMEWORK,-0.18,0.0,0.03,1,False,1
PERSONAL TRAITS,-0.18,0.0,0.03,1,False,1
CRITICAL FACTORS,-0.18,0.0,0.03,1,False,1
PRODUCTIVE ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
LEVEL,-0.18,0.0,0.06,2,False,1
PRINCIPAL COMPONENT ANALYSIS,-0.18,0.0,0.03,1,False,1
EUROPEAN-UNION,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL-LEGITIMACY,-0.18,0.0,0.03,1,False,1
ORGANIZATIONAL LEGITIMACY,-0.18,0.0,0.03,1,False,1
COMMUNITY DEVELOPMENT,-0.18,0.0,0.03,1,False,1
INTEREST,-0.18,0.0,0.03,1,False,1
SKILL,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURIAL LITERACY,-0.18,0.0,0.03,1,False,1
OPTIMISM,-0.18,0.0,0.03,1,False,1
STYLE,-0.18,0.0,0.03,1,False,1
PESSIMISM,-0.18,0.0,0.03,1,False,1
REALISM,-0.18,0.0,0.03,1,False,1
DIGITAL BUSINESS OPPORTUNITY,-0.18,0.0,0.03,1,False,1
SOCIO-ECONOMIC DEVELOPMENT,-0.18,0.0,0.03,1,False,1
TRANSITION ECONOMIES,-0.18,0.0,0.03,1,False,1
REPUTATIONAL CAPITAL,-0.18,0.0,0.03,1,False,1
PERSONAL ATTITUDE,-0.18,0.0,0.03,1,False,1
POLITICAL CONNECTIONS,-0.18,0.0,0.03,1,False,1
ELECTRONIC WORD OF MOUTH,-0.18,0.0,0.03,1,False,1
ECONOMIC DISRUPTION,-0.18,0.0,0.03,1,False,1
SEEMINGLY UNRELATED PROBIT MODEL,-0.18,0.0,0.03,1,False,1
SEGREGATION,-0.18,0.0,0.03,1,False,1
DIFFUSION OF INNOVATIONS,-0.18,0.0,0.03,1,False,1
DIGITAL LEARNING APTITUDE,-0.18,0.0,0.03,1,False,1
DIGITAL INTRAPRENEURSHIP,-0.18,0.0,0.03,1,False,1
PATIENT INNOVATION,-0.18,0.0,0.03,1,False,1
SERVICE PROVISION,-0.18,0.0,0.03,1,False,1
ATTRIBUTES,-0.18,0.0,0.03,1,False,1
GOVERNMENT,-0.18,0.0,0.03,1,False,1
EU COUNTRIES,-0.18,0.0,0.03,1,False,1
POLITICAL CAPITAL,-0.18,0.0,0.03,1,False,1
ZIMBABWE,-0.18,0.0,0.03,1,False,1
ALLIANCE CAPITAL,-0.18,0.0,0.03,1,False,1
PUBLIC-PRIVATE COLLABORATION,-0.18,0.0,0.03,1,False,1
BUSINESS MODEL CHANGE,-0.18,0.0,0.03,1,False,1
PLATINUM JUBILEE,-0.18,0.0,0.03,1,False,1
DESTINATION,-0.18,0.0,0.03,1,False,1
ONLINE SOCIAL NETWORKS,-0.18,0.0,0.03,1,False,1
NETWORKING PRIORITIES,-0.18,0.0,0.03,1,False,1
NOSTALGIA NETWORK,-0.18,0.0,0.03,1,False,1
BUSINESS MODEL EXPERIMENTING,-0.18,0.0,0.03,1,False,1
CULTURAL AND CREATIVE INDUSTRY,-0.18,0.0,0.03,1,False,1
COVID,-0.18,0.0,0.03,1,False,1
INFORMALISATION,-0.18,0.0,0.03,1,False,1
CREATIVE WORKERS,-0.18,0.0,0.03,1,False,1
PRECARIOUS WORKERS,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL PUBLIC,-0.18,0.0,0.03,1,False,1
TECH ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
ETHNOGRAPHIC STUDIES,-0.18,0.0,0.03,1,False,1
PUBLIC,-0.18,0.0,0.03,1,False,1
DONOR FUND,-0.18,0.0,0.03,1,False,1
COUNTERPUBLIC,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL ORIENTATIONS,-0.18,0.0,0.03,1,False,1
NETWORKING READINESS,-0.18,0.0,0.03,1,False,1
HACKATHONS,-0.18,0.0,0.03,1,False,1
MACRO,-0.18,0.0,0.03,1,False,1
REGRESSION-ANALYSIS,-0.18,0.0,0.03,1,False,1
INTERNAL ENVIRONMENT,-0.18,0.0,0.03,1,False,1
BUSINESS MODEL VALIDATION,-0.18,0.0,0.03,1,False,1
HOSPITALITY INDUSTRY,-0.18,0.0,0.03,1,False,1
FUZZY-SET QUALITATIVE COMPARATIVE ANALYSIS (FSQCA),-0.18,0.0,0.03,1,False,1
RIDE,-0.18,0.0,0.03,1,False,1
SPATIAL INEQUALITY,-0.18,0.0,0.03,1,False,1
LEAN MANUFACTURING,-0.18,0.0,0.03,1,False,1
INTERNET INFRASTRUCTURE,-0.18,0.0,0.03,1,False,1
DIGITAL DIVIDE,-0.18,0.0,0.03,1,False,1
ECONOMIC-DEVELOPMENT,-0.18,0.0,0.03,1,False,1
LAGGING REGIONS,-0.18,0.0,0.03,1,False,1
BROAD-BAND DEPLOYMENT,-0.18,0.0,0.03,1,False,1
AGRO-INDUSTRIAL COMPLEX,-0.18,0.0,0.03,1,False,1
USER SATISFACTION,-0.18,0.0,0.03,1,False,1
RELATIONSHIP QUALITY,-0.18,0.0,0.03,1,False,1
COGNITIVE ABSORPTION,-0.18,0.0,0.03,1,False,1
USER,-0.18,0.0,0.03,1,False,1
COMPETING HYPOTHESES,-0.18,0.0,0.03,1,False,1
UNDERCLASS,-0.18,0.0,0.03,1,False,1
MINIMUM VIABLE PRODUCT,-0.18,0.0,0.03,1,False,1
MIXED METHODS RESEARCH,-0.18,0.0,0.03,1,False,1
SHORT VIDEOS,-0.18,0.0,0.03,1,False,1
PATH,-0.18,0.0,0.03,1,False,1
SUSTAINABLE VALUE,-0.18,0.0,0.03,1,False,1
DIGITAL BUSINESS ECOSYSTEM,-0.18,0.0,0.03,1,False,1
IT CULTURE,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL SKILLS,-0.18,0.0,0.03,1,False,1
VISION,-0.18,0.0,0.03,1,False,1
DIGITAL TRACTION,-0.18,0.0,0.03,1,False,1
PLS,-0.18,0.0,0.03,1,False,1
FORMATIVE MEASUREMENT,-0.18,0.0,0.03,1,False,1
FACTOR MODELS,-0.18,0.0,0.03,1,False,1
SOCIAL,-0.18,0.0,0.03,1,False,1
IN-SERVICE,-0.18,0.0,0.03,1,False,1
AGILE SUPPLY CHAIN,-0.18,0.0,0.03,1,False,1
QUALITATIVE METHODOLOGY,-0.18,0.0,0.03,1,False,1
QUANTITATIVE ANALYSIS,-0.18,0.0,0.03,1,False,1
SMARTPLS,-0.18,0.0,0.03,1,False,1
KINGDOM OF SAUDI ARABIA,-0.18,0.0,0.03,1,False,1
INSTITUTIONAL ENVIRONMENT,-0.18,0.0,0.03,1,False,1
ENTREPRENEURSHIP AS EMANCIPATION,-0.18,0.0,0.03,1,False,1
SAUDI-ARABIA,-0.18,0.0,0.03,1,False,1
BIBLIOGRAPHIC ANALYSIS TOOLS,-0.18,0.0,0.03,1,False,1
INTERNATIONAL BUSINESS,-0.18,0.0,0.03,1,False,1
DATA MAPS,-0.18,0.0,0.03,1,False,1
FUZZY AHP-TOPSIS,-0.18,0.0,0.03,1,False,1
SUPPLY CHAINS,-0.18,0.0,0.03,1,False,1
ONLINE SURVEYS,-0.18,0.0,0.03,1,False,1
ENTREPRENEUR INTENTION,-0.18,0.0,0.03,1,False,1
SELF-SERVICE,-0.18,0.0,0.03,1,False,1
BEHAVIORAL-RESEARCH,-0.18,0.0,0.03,1,False,1
EXPERIENCE IN IT PROJECTS,-0.18,0.0,0.03,1,False,1
CONTINUANCE INTENTION,-0.18,0.0,0.03,1,False,1
PERSONAL INNOVATIVENESS IN INFORMATION TECHNOLOGY,-0.18,0.0,0.03,1,False,1
HIGH-QUALITY DEVELOPMENT OF RURAL ECONOMY,-0.18,0.0,0.03,1,False,1
SPILLOVER,-0.18,0.0,0.03,1,False,1
DIGITAL VILLAGES,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL ACTIVITY OF DIGITAL INDUSTRY,-0.18,0.0,0.03,1,False,1
MEDIATION EFFECT,-0.18,0.0,0.03,1,False,1
TECHNOLOGICAL-INNOVATION,-0.18,0.0,0.03,1,False,1
AUTOMATION RISKS,-0.18,0.0,0.03,1,False,1
REGIONAL EMPLOYMENT,-0.18,0.0,0.03,1,False,1
LABOUR MARKET,-0.18,0.0,0.03,1,False,1
DIGITALISATION OF INDUSTRIES,-0.18,0.0,0.03,1,False,1
COMMON-LAW,-0.18,0.0,0.03,1,False,1
UBER,-0.18,0.0,0.03,1,False,1
EMPLOYMENT STATUS,-0.18,0.0,0.03,1,False,1
AUTONOMY,-0.18,0.0,0.03,1,False,1
CONTINUANCE,-0.18,0.0,0.03,1,False,1
MOBILE COMMERCE,-0.18,0.0,0.03,1,False,1
CONTEXTUAL EMBEDDEDNESS,-0.18,0.0,0.03,1,False,1
CONFLICT-LADEN CONTEXTS,-0.18,0.0,0.03,1,False,1
EFFECTUATION THEORY,-0.18,0.0,0.03,1,False,1
KUAISHOU,-0.18,0.0,0.03,1,False,1
FINTECH REVOLUTION,-0.18,0.0,0.03,1,False,1
SCALE-UP PHASE OF THE LIFE CYCLE,-0.18,0.0,0.03,1,False,1
DIGITAL SYSTEMS,-0.18,0.0,0.03,1,False,1
SOFTWARE STARTUP ENGINEERING,-0.18,0.0,0.03,1,False,1
SOFTWARE ENGINEERING FOR STARTUPS,-0.18,0.0,0.03,1,False,1
STRATEGIC DECISION-MAKING,-0.18,0.0,0.03,1,False,1
MSMES,-0.18,0.0,0.03,1,False,1
AGILE,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL LOGICS,-0.18,0.0,0.03,1,False,1
EFFECTUATION INDEX,-0.18,0.0,0.03,1,False,1
NORTH-EAST,-0.18,0.0,0.03,1,False,1
PIPELINES,-0.18,0.0,0.03,1,False,1
VENEZUELAN CONSTITUTION,-0.18,0.0,0.03,1,False,1
SMALL AND MEDIUM-SIZED COMPANIES,-0.18,0.0,0.03,1,False,1
MONEY,-0.18,0.0,0.03,1,False,1
QUINTUPLE HELIX,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL MOTIVATIONS,-0.18,0.0,0.03,1,False,1
SENSE OF BELONGING,-0.18,0.0,0.03,1,False,1
VIRTUAL COMMUNITIES,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL ACTION,-0.18,0.0,0.03,1,False,1
MUSIC ARTISTS,-0.18,0.0,0.03,1,False,1
DECISION,-0.18,0.0,0.03,1,False,1
UNIQUENESS,-0.18,0.0,0.03,1,False,1
SOCIAL SUPPORT,-0.18,0.0,0.03,1,False,1
ENTREPRENEURIAL PERSISTENCE,-0.18,0.0,0.03,1,False,1
ONLINE MARKETPLACES,-0.18,0.0,0.03,1,False,1
DELIBERATE PRACTICE,-0.18,0.0,0.03,1,False,1
ONLINE PLATFORMS,-0.18,0.0,0.03,1,False,1
CROSS,-0.18,0.0,0.03,1,False,1
SELLERS TRUST,-0.18,0.0,0.03,1,False,1
PULL,-0.18,0.0,0.03,1,False,1
BIBLIOMETRICS ANALYSIS,-0.18,0.0,0.03,1,False,1
PEER SUPPORT,-0.18,0.0,0.03,1,False,1
HOST POPULARITY,-0.18,0.0,0.03,1,False,1
ENVIRONMENTAL TURBULENCE,-0.18,0.0,0.03,1,False,1
ROADMAPPING,-0.18,0.0,0.03,1,False,1
AGILE METHODS,-0.18,0.0,0.03,1,False,1
PROJECT-MANAGEMENT,-0.18,0.0,0.03,1,False,1
CONFERENCES,-0.18,0.0,0.03,1,False,1
LANDSCAPE,-0.18,0.0,0.03,1,False,1
SOFTWARE,-0.18,0.0,0.03,1,False,1
PLANNING,-0.18,0.0,0.03,1,False,1
DIGITAL ENTREPRENEURIAL SELF -EFFICACY,-0.18,0.0,0.03,1,False,1
VERTICAL COOPETITION,-0.18,0.0,0.03,1,False,1
GAMIFICATION,-0.18,0.0,0.03,1,False,1
GAMIFYING ONLINE ENTREPRENEURSHIP EDUCATION,-0.18,0.0,0.03,1,False,1
DIGITAL POLICY COGNITION,-0.18,0.0,0.03,1,False,1
FIT INDEXES,-0.18,0.0,0.06,2,False,1
BLOCKCHAIN ENTREPRENEURSHIP,-0.18,0.0,0.03,1,False,1
ADAPTIVE AGILITY,-0.18,0.0,0.03,1,False,1
